id,name,ar,zh,fi,fr,de,it,ko,fa,es,ru,ja,la,tr,el,he,hi,en
NGC 2841,Tiger's Eye Galaxy,‎مجرة عين النمر‎,虎眼星系,Tiikerinsilmägalaksi,Galaxie de l'Oeil du Tigre,Tigeraugen-Galaxie,Galassia Occhio di Tigre,호랑이 눈 은하,NA,Galaxia Ojo de Tigre,Галактика Глаз тигра,虎の目銀河,Oculus Tigris Galaxia,NA,NA,NA,NA,NA
NGC 2936,The Penguin Galaxy,‎مجرة البطريق‎,企鹅星系,Pingviinigalaksi,Galaxie du Pingouin,Pinguin-Galaxie,Galassia Pinguino,펭귄 은하,NA,Galaxia del Pingüino,Галактика Пингвин,ペンギン銀河,NA,NA,NA,NA,NA,NA
NGC 2937,The Egg Galaxy,‎مجرة البيضة‎,蛋星系,Munagalaksi,Galaxie de l'Oeuf,Ei-Galaxie,Galassia Uovo,달걀 은하,NA,Galaxia del Huevo,Галактика Яйцо,NA,NA,NA,NA,NA,NA,NA
NGC 3031,Bode's Galaxy,‎مجرة بود‎,波德星系,Boden galaksi,Galaxie de Bode,Bodes Galaxie,Galassia di Bode,보데의 은하,کهکشان بود,Galaxia Bode,Галактика Боде,ボーデの銀河,Galaxia Bodei,Bode'nin Gökadası,Γαλαξίας του Μπόντε,גלקסיית בודה,NA,NA
NGC 3034,Cigar Galaxy,‎‎مجرة السيجار‎‎,雪茄星系,Sikarigalaksi,Galaxie du Cigare,Zigarrengalaxie,Galassia Sigaro,시가 은하,کهکشان سیگار,Galaxia del Cigarro,Галактика Сигара,葉巻銀河,Galaxia Cigarriforma,NA,Γαλαξίας Πούρο,גלקסיית הסיגר,NA,NA
NGC 3077,The Garland Galaxy,‎مجرة جارلاند‎,花环星系,Seppelegalaksi,Galaxie Garland,Garland-Galaxie,Galassia Ghirlanda,갈런드 은하,NA,Galaxia Guirnalda,Галактика Гирлянда,NA,NA,NA,NA,NA,NA,NA
PGC 29167,The Garland Galaxy,‎مجرة جارلاند‎,花环星系,Seppelegalaksi,Galaxie Garland,Garland-Galaxie,Galassia Ghirlanda,갈런드 은하,NA,Galaxia Guirnalda,Галактика Гирлянда,NA,NA,NA,NA,NA,NA,NA
NGC 3079,The Phantom Frisbee Galaxy,‎مجرة الفريزبي الشبح‎,幻影飞碟星系,Haamufrisbeegalaksi,Galaxie du Frisbee fantôme,Phantom-Frisbee-Galaxie,Galassia Frisbee Fantasma,프리스비의 환영 은하,NA,Galaxia del Frisbee Fantasma,Галактика Фантомный фрисби,NA,NA,NA,NA,NA,NA,NA
NGC 3114,Hand Cluster,حشد اليد,手状星团,NA,NA,Hand-Haufen,Ammasso Mano,NA,NA,Cúmulo Mano,Скопление Рука,NA,NA,NA,NA,NA,NA,NA
NGC 3132,Eight-Burst Planetary Nebula,‎سديم الإنفجارات الثمانية الكوكبي‎,双环星云,Kahdeksan purkauksen planetaarinen,Nébuleuse planétaire des Huit-Poussées,Südlicher Ringnebel,Nebulosa Planetaria Eight-Burst,8중 폭발 행성상 성운,سحابی سیاره نمای انفجار هشتی,Nebulosa Planetaria Ocho Estallidos,Планетарная туманность Восьмёрка,NA,NA,NA,NA,NA,NA,NA
NGC 3172,Polarissima Borealis,‎‎بولاريسيما الشمالية‎‎,北极星系,NA,NA,NA,Polarissima Boreale,북쪽의 폴라리시마,ستارۀ قطبی شمالی,Del Polo boreal,Поляриссима Бореалис,北極銀河,NA,NA,Όμορος του Βόρειου Πόλου,פולריסימה בוריאליס,पोलारिसिमा बोरेआलिस,NA
NGC 3180,Little Pinwheel Galaxy,‎مجرة المروحة الصغيرة‎,小风车星系,Pieni tuulimyllygalaksi,Galaxie du petit Moulinet,Kleine Feuerrad-Galaxie,Galassia Piccola Pinza,작은 바람개비 은하,NA,Galaxia del Pequeño Molinillo,Галактика Малая вертушка,NA,NA,NA,NA,NA,NA,NA
NGC 3185,Leo Quartet,‎رباعية ليو‎,狮子座四重星系,Leijonan kvartetti,NA,Leo Quartett,NA,사자자리 사중주,NA,Cuarteto de Leo,Квартет Льва,NA,NA,NA,NA,NA,NA,NA
NGC 3187,Leo Quartet,‎رباعية ليو‎,狮子座四重星系,Leijonan kvartetti,NA,Leo Quartett,NA,사자자리 사중주,NA,Cuarteto de Leo,Квартет Льва,NA,NA,NA,NA,NA,NA,NA
NGC 3193,Leo Quartet,‎رباعية ليو‎,狮子座四重星系,Leijonan kvartetti,NA,Leo Quartett,NA,사자자리 사중주,NA,Cuarteto de Leo,Квартет Льва,NA,NA,NA,NA,NA,NA,NA
NGC 3189,NGC 3190 Group,‎مجموعة إن جي سي 3190‎,3190星系群,NGC 3190 -ryhmä,Groupe NGC 3190,NGC 3190-Gruppe,NA,NGC 3190 은하단,NA,Grupo NGC 3190,Группа NGC 3190,NGC3190銀河群,NA,NA,NA,NA,NA,NA
NGC 3228,Queen's Cache Cluster,‎حشد خزانة الملكة‎,女王的私藏星团,Kuningattaren kätkö,NA,Königinnenschatz-Haufen,NA,여왕의 은닉처 성단,NA,Cúmulo Escondite de la Reina,Скопление Кэш королевы,NA,NA,NA,NA,NA,NA,NA
NGC 3242,Ghost of Jupiter Nebula,‎سديم شبح المشتري‎,木魂星云,Jupiterin haamu,Nébuleuse du Fantôme de Jupiter,Jupiters Geist-Nebel,Nebulosa Fantasma di Giove,목성의 유령 성운,سحابی شبح ژوپیتر,Nebulosa del Fantasma de Júpiter,Туманность Призрак Юпитера,木星状星雲,Spiritus Jovis Nebula,NA,NA,NA,NA,NA
NGC 3293,Gem Cluster,‎حشد الجوهرة‎,宝石星团,Jalokivijoukko,Amas de Gem,Edelstein-Haufen,Ammasso gemma,보석 성단,NA,Cúmulo de Gemas,Скопление Жемчужина,NA,NA,NA,NA,NA,NA,NA
NGC 3324,Keyhole Nebula,‎سديم ثقب المفتاح‎,钥匙孔星云,Avaimenreikäsumu,Nébuleuse du Trou de serrure,Schlüsselloch-Nebel,Nebulosa Bucco della Serratura,열쇠구멍 성운,NA,Nebulosa Ojo de Cerradura,Туманность Замочная скважина,キーホール星雲,NA,NA,NA,NA,NA,NA
NGC 3344,Sliced Onion Galaxy,‎مجرة شرائح البصل‎,洋葱切片星系,Sipuliviipalegalaksi,Galaxie de l'Onion coupé,Zwiebelscheiben-Galaxie,Galassia Fetta di Cipolla,양파조각 은하,NA,Galaxia Cebolla Rebanada,Галактика Нарезанный лук,NA,NA,NA,NA,NA,NA,NA
NGC 3372,η Car Nebula,‎‎سديم إيتا كارينا‎‎,船底座星云,η Carinae -sumu,Nébuleuse η Car,η Car Nebel,Nebulosa η Car,용골자리 에타 성운,سحابی اتومبیل اتا,Nebulosa de η Car,Туманность η Киля,エータ・カリーナ星雲,NA,NA,NA,ערפילית שדרית,NA,NA
NGC 3432,Knitting Needle Galaxy,‎مجرة إبرة الغزل‎,编制针星系,Sukkapuikkogalaksi,Galaxie de l'Aiguille à tricoter,Stricknadel-Galaxie,Galassia Ferri da Maglia,뜨개질바늘 은하,NA,Galaxia Aguja de Tejer,Галактика Вязальная спица,NA,NA,NA,NA,NA,NA,NA
NGC 3532,Wishing Well Cluster,‎‎حشد بئر الأمنيات‎‎,许愿井星团,Toivomuskaivojoukko,Amas des Bons vœux,Wünschelbrunnen-Haufen,Ammasso Pozzo dei desideri,소원을 비는 우물 성단,خوشه چشمه آرزو,Cúmulo Deseando Bien,Скопление Колодец желаний,NA,NA,NA,NA,NA,NA,NA
NGC 3556,Surfboard Galaxy,‎‎مجرة لوح الأمواج‎‎,冲浪板星系,Surffilautagalaksi,Galaxie de la Planche de surf,Surfboard-Galaxie,Galassia Tavola da Surf,서핑보드 은하,کهکشان تخته اسکی روی آب,Galaxia Tabla de Surf,Галактика Доска для серфинга,NA,NA,NA,NA,NA,NA,NA
NGC 3561,Ambartsumian's Knot,‎‎مجرة عقدة أمبارتسوميا القزمة‎‎,安巴楚勉之结,Ambartsumianin solmu,Noeud d'Ambartsumian,Ambartsumians Knoten,Nodo di Ambartsumian,암바트수미안의 매듭,گره آمبارتسومیان,Nudo de Ambartsumian,Узел Амбарцумяна,NA,Nodus Ambartsumiani,NA,NA,NA,NA,NA
NGC 3576,Statue of Liberty Nebula,‎سديم تمثال الحرية‎,自由女神星云,Vapaudenpatsassumu,Nébuleuse de la Statue de la Liberté,Freiheitsstatuen-Nebel,Nebulosa  Statua della Libertà,자유의 여신상 성운,NA,Nebulosa Estatua de la Libertad,Туманность Статуя свободы,NA,NA,NA,NA,NA,NA,NA
NGC 3587,Owl Nebula,‎سديم البومة‎,夜枭星云,Pöllösumu,Nébuleuse de la Chouette,Eulen-Nebel,Nebulosa Gufo,올빼미 성운,سحابی جغد,Nebulosa de la Lechuza,Туманность Сова,ふくろう星雲,NA,Baykuş Bulutsusu,Νεφέλωμα της Γλαυκός,ערפילית הינשוף,NA,NA
NGC 3621,Frame Galaxy,‎مجرة الإطار‎,眼镜框星系,Kehysgalaksi,Galaxie du Cadre,Gestell-Galaxie,Galassia Telaio,뼈대 은하,NA,Galaxia Marco,Галактика Рама,NA,NA,NA,NA,NA,NA,NA
NGC 3623,Leo Triplet,‎‎ثلاثية الأسد‎‎,狮子座三重星系,Leijonan kolmikko,Triplet du Lion,Leo Triplett,Gemello del Leone,사자자리 삼중주,کهکشان سه گانه برج اسد,Trío de Leo,Триплет Льва,NA,NA,NA,NA,NA,NA,NA
NGC 3627,Leo Triplet,‎‎ثلاثية الأسد‎‎,狮子座三重星系,Leijonan kolmikko,Triplet du Lion,Leo Triplett,Gemello del Leone,사자자리 삼중주,کهکشان سه گانه برج اسد,Trío de Leo,Триплет Льва,NA,NA,NA,NA,NA,NA,NA
NGC 3628,Hamburger Galaxy,‎‎مجرة الهامبرجر‎‎,汉堡星系,Hampurilaisgalaksi,Galaxie du Hamburger,Hamburger-Galaxie,Galassia Hamburger,햄버거 은하,کهکشان همبرگر,Galaxia Hamburguesa,Галактика Гамбургер,ハンバーガー銀河,NA,NA,NA,NA,NA,NA
NGC 3745,Copeland's Septet,‎‎سباعية كوبلاند‎‎,科普兰七重星系,Copelandin seitsikko,Septet de Copeland,Copeland-Septett,Settetto di Copeland,코프랜드의 칠중주,هفت قلوی کوپ لند,Septeto de Coperland,Септет Коупленда,コープランドの七つ子,NA,Copeland's Yedilisi,Η Επτάδα του Κόουπλαντ,NA,NA,NA
NGC 3746,Copeland's Septet,‎‎سباعية كوبلاند‎‎,科普兰七重星系,Copelandin seitsikko,Septet de Copeland,Copeland-Septett,Settetto di Copeland,코프랜드의 칠중주,هفت قلوی کوپ لند,Septeto de Coperland,Септет Коупленда,コープランドの七つ子,NA,Copeland's Yedilisi,Η Επτάδα του Κόουπλαντ,NA,NA,NA
NGC 3748,Copeland's Septet,‎‎سباعية كوبلاند‎‎,科普兰七重星系,Copelandin seitsikko,Septet de Copeland,Copeland-Septett,Settetto di Copeland,코프랜드의 칠중주,هفت قلوی کوپ لند,Septeto de Coperland,Септет Коупленда,コープランドの七つ子,NA,Copeland's Yedilisi,Η Επτάδα του Κόουπλαντ,NA,NA,NA
NGC 3750,Copeland's Septet,‎‎سباعية كوبلاند‎‎,科普兰七重星系,Copelandin seitsikko,Septet de Copeland,Copeland-Septett,Settetto di Copeland,코프랜드의 칠중주,هفت قلوی کوپ لند,Septeto de Coperland,Септет Коупленда,コープランドの七つ子,NA,Copeland's Yedilisi,Η Επτάδα του Κόουπλαντ,NA,NA,NA
NGC 3751,Copeland's Septet,‎‎سباعية كوبلاند‎‎,科普兰七重星系,Copelandin seitsikko,Septet de Copeland,Copeland-Septett,Settetto di Copeland,코프랜드의 칠중주,هفت قلوی کوپ لند,Septeto de Coperland,Септет Коупленда,コープランドの七つ子,NA,Copeland's Yedilisi,Η Επτάδα του Κόουπλαντ,NA,NA,NA
NGC 3753,Copeland's Septet,‎‎سباعية كوبلاند‎‎,科普兰七重星系,Copelandin seitsikko,Septet de Copeland,Copeland-Septett,Settetto di Copeland,코프랜드의 칠중주,هفت قلوی کوپ لند,Septeto de Coperland,Септет Коупленда,コープランドの七つ子,NA,Copeland's Yedilisi,Η Επτάδα του Κόουπλαντ,NA,NA,NA
NGC 3754,Copeland's Septet,‎‎سباعية كوبلاند‎‎,科普兰七重星系,Copelandin seitsikko,Septet de Copeland,Copeland-Septett,Settetto di Copeland,코프랜드의 칠중주,هفت قلوی کوپ لند,Septeto de Coperland,Септет Коупленда,コープランドの七つ子,NA,Copeland's Yedilisi,Η Επτάδα του Κόουπλαντ,NA,NA,NA
NGC 3766,Pearl Cluster,‎‎حشد اللؤلؤ‎‎,珍珠星团,Helmijoukko,Amas de la Perle,Perlen-Haufen,Ammasso Perla,진주 은하,خوشه مروارید,Cúmulo Perla,Скопление Жемчужина,NA,NA,NA,NA,NA,NA,NA
NGC 3918,Blue Planetary Nebula,‎السديم الكوكبي الأزرق‎,蓝行星状星云,NA,NA,Blauer Planetarischer Nebel,Nebulosa Planetaria Blu,푸른 행성상 성운,NA,Nebulosa Planetaria Azul,Голубая планетарная туманность,NA,NA,NA,NA,NA,NA,NA
NGC 3928,Miniature Spiral,‎‎اللولبية الصغيرة‎‎,微螺旋星系,Pienoisspiraali,Spirale miniature,Miniatur-Spirale,Spirale in miniatura,소형 나선 은하,مارپیچ مینیاتور,Espiral en Miniatura,Маленькая спираль,NA,NA,Minyatür Spiral,Μικρογραφεία Σπείρας,NA,NA,NA
NGC 3992,Vacuum Cleaner Galaxy,‎‎مجرة المكنسة الكهربائية‎‎,吸尘器星系,Pölynimurigalaksi,Galaxie de l'Aspirateur,Staubsauger-Galaxie,Galassia Aspirapolvere,진공청소기 은하,کهکشان جارو برقی,Galaxia de la aspiradora,Галактика Пылесос,NA,NA,NA,NA,NA,NA,NA
NGC 4005,NGC 4005 group,مجموعة إن جي سي ٤٠٠٥,4005星系群,NGC 4005 -ryhmä,Groupe NGC 4005,NGC 4005-Gruppe,NA,NGC 4005 은하단,NA,Grupo NGC 4005,Группа NGC 4005,NGC4005銀河群,NA,NA,NA,NA,NA,NA
NGC 4038,Antennae,‎‎قرون الاستشعار‎‎,触须星系,Tuntosarvigalaksit,Galaxies des Antennes,Antennen,Antenna,안테나,توکان,Antena,Антенна,アンテナ銀河,NA,Anten,Κεραίες,אנטנות,NA,NA
NGC 4039,Antennae,‎‎قرون الاستشعار‎‎,触须星系,Tuntosarvigalaksit,Galaxies des Antennes,Antennen,Antenna,안테나,توکان,Antena,Антенна,アンテナ銀河,NA,Anten,Κεραίες,אנטנות,NA,NA
NGC 4103,The Longtail,‎الذيل الطويل‎,长尾星团,Pitkähäntä,NA,Langschwanz,NA,롱테일,NA,La Cola Larga,Длиннохвостое,NA,NA,NA,NA,NA,NA,NA
NGC 4147,Kick the Can Cluster,‎حشد لعبة اركل العلبة‎,踢罐星团,NA,NA,Versteckspiel-Haufen,NA,깡통차기 성단,NA,Cúmulo Patear el Can,Скопление Пни банку,NA,NA,NA,NA,NA,NA,NA
NGC 4169,The Box,‎الصندوق‎,方盒星系群,NA,NA,Die Kiste,NA,상자,NA,La Caja,Коробка,NA,NA,NA,NA,NA,NA,NA
NGC 4170,The Box,‎الصندوق‎,方盒星系群,NA,NA,Die Kiste,NA,상자,NA,La Caja,Коробка,NA,NA,NA,NA,NA,NA,NA
NGC 4174,The Box,‎الصندوق‎,方盒星系群,NA,NA,Die Kiste,NA,상자,NA,La Caja,Коробка,NA,NA,NA,NA,NA,NA,NA
NGC 4175,The Box,‎الصندوق‎,方盒星系群,NA,NA,Die Kiste,NA,상자,NA,La Caja,Коробка,NA,NA,NA,NA,NA,NA,NA
NGC 4194,Medusa Galaxy,‎مجرة ميدوسا‎,美杜莎星系,Meduusagalaksi,Galaxie de la Méduse,Medusa-Galaxie,Galassia Medusa,메두사 은하,NA,Galaxia Medusa,Галактика Медуза,NA,NA,NA,NA,NA,NA,NA
NGC 4216,Silver Streak Galaxy,‎مجرة الوميض الفضي‎,银纹星系,NA,Galaxie de la Trainée d'argent,Silberstreif-Galaxie,Galassia Stricia di Argento,실버 스트리크 은하,NA,Galaxia Racha de Plata,Галактика Серебряная полоса,NA,NA,NA,NA,NA,NA,NA
NGC 4254,Virgo Cluster Pinwheel,‎‎مروحة حشد العذراء‎‎,室女座星系团风车,Neitsyen tuulimyllygalaksi,Moulinet de l'amas de la Vierge,Virgohaufen-Feuerrad,Ammasso della Vergine Girandola,처녀자리 성단 바람개비,فرفره خوشه دوشیزه,Molinillo del Cúmulo de Virgo,Вертушка скопления Девы,NA,NA,NA,NA,NA,NA,NA
NGC 4276,Faust V023,‎V023 فاوست‎,浮士德023,NA,NA,NA,NA,파우스트 V023,NA,NA,Фауст  V023,NA,NA,NA,NA,NA,NA,NA
NGC 4303,Swelling Spiral Galaxy,‎مجرة الإنتفاخ اللولبية‎,胖螺旋星系,NA,Galaxie spirale de l'Enflure,Anschwellende Spiralgalaxie,Galassia Spirale Gonfiabile,팽창 나선 은하,NA,Galaxia Espiral Hinchada,Галактика Набухающая спираль,NA,NA,NA,NA,NA,NA,NA
NGC 4321,Blowdryer Galaxy,‎‎مجرة المجفف الهوائي‎‎,吹风机星系,Hiustenkuivaingalaksi,Galaxie du Sèche-cheveux,Haarföhn-Galaxie,Galassia Asciugacapelli,헤어드라이어 은하,کهکشان سشوار,Galaxia Secadora de Cabello,Галактика Фен,NA,NA,NA,NA,NA,NA,NA
NGC 4325,Galaxy Cluster,‎‎حشد المجرة‎‎,室女座星系团,Galaksijoukko,Amas de galaxies,Galaxienhaufen,Ammasso di Galassie,은하단,خوشه کهکشانی,Cúmulo de Galaxia,Скопление галактик,NA,NA,NA,NA,NA,NA,NA
NGC 4361,Lawn Sprinkler Nebula,‎سديم رشاش الماء‎,洒水器星云,NA,Nébuleuse de l'Arroseur de gazon,Rasensprenger-Nebel,Nebulosa Irrigatore da Prato,잔디밭의 스프링쿨러 성운,NA,Nebulosa Rociador de Césped,Туманность Машина для поливки газонов,NA,NA,NA,NA,NA,NA,NA
NGC 4374,Markarian's Chain,‎‎سلسلة ماكاريان‎‎,马卡良星系链,Markarianin ketju,Chaîne de Markarian,Markarjansche Kette,Catena di Markarian,마카리안의 사슬,سلسله مارکارین,Cadena de Markarian,Цепочка Маркаряна,マルカリアンの鎖,NA,NA,NA,NA,NA,NA
NGC 4473,Markarian's Chain,‎‎سلسلة ماكاريان‎‎,马卡良星系链,Markarianin ketju,Chaîne de Markarian,Markarjansche Kette,Catena di Markarian,마카리안의 사슬,سلسله مارکارین,Cadena de Markarian,Цепочка Маркаряна,マルカリアンの鎖,NA,NA,NA,NA,NA,NA
NGC 4477,Markarian's Chain,‎‎سلسلة ماكاريان‎‎,马卡良星系链,Markarianin ketju,Chaîne de Markarian,Markarjansche Kette,Catena di Markarian,마카리안의 사슬,سلسله مارکارین,Cadena de Markarian,Цепочка Маркаряна,マルカリアンの鎖,NA,NA,NA,NA,NA,NA
NGC 4387,Great Galactic Face,‎الوجه المجرّي العظيم‎,星系构成的脸,NA,NA,Großes Galaktisches Gesicht,NA,은하계의 거대한 얼굴,NA,Gran Rostro Galáctico,Большое галактическое лицо,NA,NA,NA,NA,NA,NA,NA
NGC 4406,Faust V051,‎‎ V051 سديم فاوست‎‎,浮士德051,NA,NA,NA,NA,파우스트 V051,فاوست V051,NA,Фауст V051,NA,NA,NA,NA,NA,NA,NA
NGC 4435,The Eyes,‎‎العينان‎‎,双眼星系,Silmät,Galaxie des Yeux,NA,Gli Occhi,눈,چشمها,los ojos,Глаза,NA,Oculi,Gözler,Γαλαξίες Μάτια,NA,NA,NA
NGC 4438,The Eyes,‎‎العينان‎‎,双眼星系,Silmät,Galaxie des Yeux,NA,Gli Occhi,눈,چشمها,los ojos,Глаза,NA,Oculi,Gözler,Γαλαξίες Μάτια,NA,NA,NA
NGC 4486,Virgo Galaxy,‎‎مجرة العذراء‎‎,室女座星系,Neitsyen galaksi,Galaxie Virgo,Virgo-Galaxie,Galassia della Vergine,처녀자리 은하,کهکشان دوشیزه,Galaxia Virgo,Галактика Девы,おとめ座銀河,NA,NA,NA,בתולה A,NA,NA
NGC 4490,Cocoon Galaxy,‎‎مجرة الشرنقة‎‎,茧星系,Kotelosumu,Galaxie du Cocon,Kokon-Galaxie,Galassia Bozzolo,번대기 은하,کهکشان پیله ابریشم,galaxia Cocoon,Галактика Кокон,まゆ銀河,NA,NA,NA,NA,NA,NA
NGC 4990,Cocoon Galaxy,‎‎مجرة الشرنقة‎‎,茧星系,Kotelosumu,Galaxie du Cocon,Kokon-Galaxie,Galassia Bozzolo,번대기 은하,کهکشان پیله ابریشم,galaxia Cocoon,Галактика Кокон,まゆ銀河,NA,NA,NA,NA,NA,NA
NGC 4507,Shapley-Ames 2,‎شابلي أيمز 2‎,夏普利-艾姆斯2,Shapley–Ames 2,NA,NA,NA,셰이프리-에임스 2,شپلی-ایمز 2,NA,Шепли-Эймс 2,NA,NA,NA,NA,NA,NA,NA
NGC 4526,Lost Galaxy,‎‎المجرة الضائعة‎‎,遗失星系,Kadonnut galaksi,Galaxie perdue,Verlorene Galaxie,Galassia Persa,잃어버린 은하,کهکشان گمشده,Galaxia Perdida,Потерянная галактика,NA,NA,NA,NA,NA,NA,NA
NGC 4535,The Lost Galaxy of Copeland,‎مجرة كوبلاند المفقودة‎,科普兰遗失星系,NA,Galaxie perdue de Copeland,Copelands verlorene Galaxie,La Galassia Persa di Copeland,코프랜드의 잃어버린 은하,NA,Galaxia Perdida de Copeland,Потерянная галактика Коупленда,NA,NA,NA,NA,NA,NA,NA
NGC 4559,Koi Fish Galaxy,‎مجرة سمكة كوي‎,锦鲤星系,NA,Galaxie de la Carpe Koï,Koi-Fisch-Galaxie,Galassia Pesce Koi,비단잉어 은하,NA,Galaxia Pez Koi,Галактика Полосатая зубатка,NA,NA,NA,NA,NA,NA,NA
NGC 4565,Needle Galaxy,‎‎مجرة الإبرة‎‎,针状星系,Neulagalaksi,Galaxie de l'Aiguille,Nadel-Galaxie,Galassia Ago,바늘 은하,کهکشان سوزن,Galaxia de la Aguja,Галактика Игла,NA,NA,NA,NA,NA,NA,NA
NGC 4567,Siamese Twins,‎‎التوأم السيامي‎‎,双胞胎星系,Siamilaiset kaksoset,Frères siamois,Siamesische Zwillinge,Gemelli siamesi,샴쌍둥이,دوقلوهای تایلندی,Gemelos siameses,Сиамские близнецы,シャム双生児銀河,NA,Siyam İkizleri,Σιαμαίοι Δίδυμοι,תאומים סיאמיים,सियामी जुड़वां,NA
NGC 4568,Siamese Twins,‎‎التوأم السيامي‎‎,双胞胎星系,Siamilaiset kaksoset,Frères siamois,Siamesische Zwillinge,Gemelli siamesi,샴쌍둥이,دوقلوهای تایلندی,Gemelos siameses,Сиамские близнецы,シャム双生児銀河,NA,Siyam İkizleri,Σιαμαίοι Δίδυμοι,תאומים סיאמיים,सियामी जुड़वां,NA
NGC 4594,Sombrero Galaxy,‎مجرة سمبرورو‎,草帽星系,Sombrerogalaksi,Galaxie du Sombrero,Sombrero-Galaxie,Galassia sombrero,솜브레오 은하,کهکشان کلاه اسپانیولی,Galaxia del Sombrero,Галактика Сомбреро,ソンブレロ銀河,NA,Meksikalı Şapkası Gökadası,Γαλαξίας Σομπρέρο,גלקסיית הסומבררו,NA,NA
NGC 4605,Faberge Egg Galaxy,‎مجرة بيض فابرجيه‎,俄罗斯彩蛋星系,NA,Galaxie de l'Oeuf de Fabergé,Faberge-Ei-Galaxie,Galassia Uovo di Faberge,파르베제 달걀 은하,NA,Galaxia Huevo Faberge,Галактика Яйцо Фаберже,NA,NA,NA,NA,NA,NA,NA
NGC 4609,Coalsack Cluster,‎حشد كيس الفحم‎,煤袋星团,Hiilisäkkijoukko,Amas du Sac à charbon,Kohlensack-Haufen,Ammasso Sacco di Carbone,콜색 성단,NA,Cúmulo Saco de Carbón,Скопление Угольный мешок,コールサック星団,NA,NA,NA,NA,NA,NA
NGC 4622,Centaurus Chain,‎سلسلة قنطورس‎,半人马座星系链,NA,NA,Centaurus-Kette,NA,센타우루스 사슬,NA,Cadena de Centaurus,Цепочка Центавра,NA,NA,NA,NA,NA,NA,NA
NGC 4650,Centaurus Chain,‎سلسلة قنطورس‎,半人马座星系链,NA,NA,Centaurus-Kette,NA,센타우루스 사슬,NA,Cadena de Centaurus,Цепочка Центавра,NA,NA,NA,NA,NA,NA,NA
PGC 42911,Centaurus Chain,‎سلسلة قنطورس‎,半人马座星系链,NA,NA,Centaurus-Kette,NA,센타우루스 사슬,NA,Cadena de Centaurus,Цепочка Центавра,NA,NA,NA,NA,NA,NA,NA
NGC 4631,Whale Galaxy,‎‎مجرة الحوت‎‎,鲸鱼星系,Valasgalaksi,Galaxie de la Baleine,Wal-Galaxie,Galassia Balena,고래 은하,کهکشان نهنگ,Galaxia de la ballena,Галактика Кит,NA,NA,NA,NA,NA,NA,NA
NGC 4651,Umbrella Galaxy,‎مجرة المظلة‎,伞星系,NA,Galaxie de l'Ombrelle,Regenschirm-Galaxie,Galassia Ombrello,우산 은하,NA,Galaxia de la Sombrilla,Галактика Зонт,NA,NA,NA,NA,NA,NA,NA
NGC 4656,Crowbar Galaxy,‎‎مجرة العتلة‎‎,撬棒星系,Sorkkarautagalaksi,Galaxie du Levier,Brecheisen-Galaxie,Galassia Piede di Porco,쇠지렛대 은하,کهکشان اهرم,Galaxia de la Palanca,Галактика Лом,NA,NA,NA,NA,NA,NA,NA
NGC 4657,Fishhook Galaxy,‎مجرة خطاف صيد السمك‎,鱼钩星系,NA,Galaxie du Hameçon,Angelhaken-Galaxie,Galassia Amo da Pesca,낚싯바늘 은하,NA,Galaxia del Anzuelo,Галактика Рыболовный крючок,NA,NA,NA,NA,NA,NA,NA
NGC 4666,Superwind-Galaxy,‎‎مجرة الريح الشديدة‎‎,超级风星系,Supertuuligalaksi,Galaxie à Super-vent,Superwind-Galaxie,Supervento della galassia,강풍 은하,کهکشان ابر باد,Galaxia Superviento,Галактика-суперветер,NA,NA,NA,NA,NA,NA,NA
NGC 4676,Mice Galaxies,‎‎مجرات الفئران‎‎,双鼠星系,Hiirigalaksit,Galaxies des Souris,Die Mäuse,Galassie Topo,생쥐 은하,کهکشان موشها,Galaxias Ratones,Галактики Мыши,ねずみ銀河,NA,NA,NA,NA,NA,NA
NGC 4669,Vinyl LP Galaxy,‎مجرة فينيل إل بي‎,黑胶唱片星系,NA,Galaxie du disque vinyle,Vinyl-LP-Galaxie,Galassia LP in Vinile,비닐 LP 은하,NA,Galaxia Vinilo LP,Галактика Виниловая грамппалстинка,NA,NA,NA,NA,NA,NA,NA
NGC 4736,Croc's Eye Galaxy,‎مجرة عين كروك‎,鳄鱼眼星系,NA,Galaxie de l'Oeil du Crocodile,Crocs Auge-Galaxie,Galassia Occhio di Coccodrillo,악어의 눈 은하,NA,Galaxia Ojo de Cocodrilo,Галактика Глаз крокодила,NA,NA,NA,NA,NA,NA,NA
NGC 4753,Dust Devil Galaxy,‎مجرة شيطان الغبار‎,尘卷暴星系,NA,NA,Sandteufel-Galaxie,NA,회오리바람 은하,NA,Galaxia Polvo del Diablo,Галактика Пыльный дьявол,NA,NA,NA,NA,NA,NA,NA
NGC 4755,Jewel Box,‎‎صندوق المجوهرات‎‎,宝盒星团,Korulipas,Boîte à Bijoux,Schmuckkästchen,Scrigno di Gioie,보석 상자,جعبۀ جواهر,Joyero,Шкатулка,宝石箱,NA,Mücevher Kutusu,Κοσμηματοθήκη,קופסת התכשיטים,ज्वेल बक्सा,NA
NGC 4762,Paper-Kite Galaxy,‎مجرة الطائرة الورقية‎,纸风筝星系,NA,NA,Papierdrachen-Galaxie,NA,종이연 은하,NA,Galaxia Cometa de Papel,Галактика Воздушный змей,NA,NA,NA,NA,NA,NA,NA
