id,name,ar,zh,fi,fr,de,it,ko,fa,es,ru,ja,la,tr,el,he,hi,en
IC 418,Spirograph Nebula,‎‎سديم الراسم اللولبي‎‎,万花尺星云,Spirografisumu,Nébuleuse du Spirographe,Spirograph-Nebel,Nebulosa Spirografo,스피로그래프 성운,سحابی دم نگار,Nebulosa Espirógrafo,Туманность Спирограф,NA,NA,NA,NA,NA,NA,NA
IC 443,Jellyfish Nebula,‎‎سديم قنديل البحر‎‎,水母星云,Meduusasumu,Nébuleuse de la Méduse,Quallen-Nebel,Nebulosa Medusa,해파리 성운,سحابی ستاره دریایی,Nebulosa Medusa,Туманность Медуза,NA,NA,NA,NA,NA,NA,NA
IC 708,Papillon,‎‎الفراشة‎‎,蝴蝶犬星系,Perhonen,NA,Schmetterling,Farfalla,빠삐용,پاپیلون,Mariposa,Папиллон,NA,Papilio,Papyon,Πάπιλλον,פפילון,NA,NA
IC 1318,γ Cyg Nebula,‎سديم جاما البجعة‎,天津一星云,γ Cyg -sumu,Nébuleuse γ Cyg,γ Cyg-Nebel,Nebulosa γ Cyg,백조자리 감마 성운,NA,Nebulosa γ Cyg,Туманность γ Лебедя,はくちょう座γ星雲,NA,NA,NA,NA,NA,NA
DWB 63,γ Cyg Nebula,‎سديم جاما البجعة‎,天津一星云,γ Cyg -sumu,Nébuleuse γ Cyg,γ Cyg-Nebel,Nebulosa γ Cyg,백조자리 감마 성운,NA,Nebulosa γ Cyg,Туманность γ Лебедя,はくちょう座γ星雲,NA,NA,NA,NA,NA,NA
IC 1365,ZW II 108 Group,‎ZW II 108 مجموعة‎,108星系群,ZW II 108 -ryhmä,Groupe ZW II 108,ZW II 108 Gruppe,Gruppo γ Cyg,ZW II 108 은하단,NA,Grupo ZW II 108,Группа ZW II 108,ZW II 108銀河群,NA,NA,NA,NA,NA,NA
IC 1396,Elephant's Trunk Nebula,‎‎سديم خرطوم الفيل‎‎,象鼻星云,Elefantin kärsä,Nébuleuse de la Trompe d'éléphant,Elephantenrüssel-Nebel,Nebulosa Proboscide di Elefante,코끼리 코 성운,سحابی خرطوم فیل,Nebulosa Trompa de Elefante,Туманность Хобот слона,NA,NA,NA,NA,NA,NA,NA
IC 1795,Fish Head Nebula,‎‎سديم رأس السمكة‎‎,鱼头星云,Kalanpääsumu,Nébuleuse de la Tête de poisson,Fischkopf-Nebel,Nebulosa Testa di Pesce,물고기 머리 성운,سحابی سر ماهی,Nebulosa Cabeza de Pez,Туманность Голова рыбы,NA,Nebula capitis piscei,NA,NA,NA,NA,NA
IC 1805,Heart Nebula,‎‎سديم القلب‎‎,心脏星云,Sydänsumu,Nébuleuse du Coeur,Herz-Nebel,Nebulosa Cuore,하트 성운,سحابی قلب,Nebulosa Corazón,Туманность Сердце,NA,Cor nebula,NA,NA,NA,NA,NA
IC 2118,Witch Head Nebula,‎سديم رأس الساحرة‎,女巫头星云,Noidanpääsumu,Nébuleuse de la Tête blanche,Hexenkopf-Nebel,Nebulosa testa di strega,마귀할멈 성운,سحابی سر زن جادوگر,Nebulosa de la Cabeza de bruja,Туманность Голова ведьмы,魔女の頭星雲,NA,Cadı Başı Bulutsusu,Νεφέλωμα Κεφαλής της Μάγισσας,NA,NA,NA
IC 2199,IC 2199 group,مجموعة أي سي ٢١٩٩,2199 星系群,IC 2199 -ryhmä,NA,IC 2199-Gruppe,NA,IC 2199 은하단,NA,Grupo IC 2199,Группа IC 2199,IC2199銀河群,NA,NA,NA,NA,NA,NA
IC 2220,Toby Jug Nebula,‎‎سديم إبريق توبي‎‎,托比壶星云,Tobykannusumu,Nébuleuse du Pichet anthropomorphe,Toby Jug-Nebel,Nebulosa Toby Jug,토비 저그 성운,سحابی لیوان توبی جوگ,Nebulosa Toby Jug,Туманность Кувшин Тоби,NA,NA,NA,NA,NA,NA,NA
IC 2391,ο Vel Cluster,‎‎حشد أوميكرون فيلوروم‎‎,船帆座ο星团,ο Velorum -joukko,Amas de ο Vel,ο Vel-Haufen,Ammasso ο Vel,돛자리 오미크론 성단,خوشه اومیکرون-بادبان,Cúmulo ο Vel,Скопление ο Парусов,ほ座ο星団,Congregatio ο Vel,NA,NA,NA,NA,NA
IC 2431,Browning Galaxy,‎مجرة براوننج‎,布朗宁星系,NA,Galaxie Browning,Browning-Galaxie,Galassia Browning,브라우닝 은하,NA,Galaxia Browning,Галактика Браунинг,NA,NA,NA,NA,NA,NA,NA
IC 2488,Strings of Pearl Cluster,‎حشد خيوط اللؤلؤ‎,珍珠串星团,NA,NA,Perlenschnur-Haufen,NA,진주 고리 성단,NA,Cúmulo Cadena de Perlas,Скопление Жемчужные нити,NA,NA,NA,NA,NA,NA,NA
IC 2574,Coddington's Nebula,‎‎سديم كودينغتون‎‎,柯丁顿星云,Coddingtonin sumu,Nébuleuse de Coddington,Coddingtons Nebel,Nebulosa di Coddington,코딩턴의 성운,سحابی کودینگتن,Nebulosa de Coddington,Туманность Коддингтона,NA,Nebula Coddingtoni,NA,NA,NA,NA,NA
IC 2602,Southern Pleiades,‎‎الثريا الجنوبية‎‎,南天七姐妹星团,Etelän Seulaset,Pléiades du Sud,Südliche Plejaden,Pleiadi meridionali,남쪽 플레이아데스,پروین جنوبی,Pléyades del Sur,Южные Плеяды,南のプレアデス,Pleiades australes,Güney Ülker,Νότιες Πλειάδες,הפליאדות הדרומיות,सदर्न प्लेआदेस,NA
IC 2714,The Rip-Torn Cluster,‎حشد ريب تورن‎,利普-托恩星团,NA,NA,Der Rip Torn Haufen,NA,립 톤 성단,NA,El Cúmulo Desgarrado,Скопление Рип-Торн,NA,NA,NA,NA,NA,NA,NA
IC 2944,Running Chicken Nebula,‎سديم الدجاجة العداءة‎,奔鸡星云,Juokseva kana -sumu,Nébuleuse du Poulet qui court,Rennendes Huhn-Nebel,Nebulosa pollo che corre,달리는 닭 성운,سحابی جوجۀ در حال دو,Nebulosa del Pollo corredor,Туманность Бегущий цыпленок,走るニワトリ星雲,NA,Koşan Tavuk Bulutsusu,Νεφέλωμα Όρνιθας,NA,NA,NA
IC 2948,λ Cen Nebula,‎‎سديم لامبدا قنطورس‎‎,海山五星云,λ Centauri -sumu,Nébuleuse de λ Cen,λ Cen-Nebel,Nebulosa λ Cen,센타우루스자리 람다 성운,سحابی لامبدا-قنطورس,Nebulosa λ Cen,Туманность λ Центавра,ケンタウルス座λ星雲,NA,NA,NA,NA,NA,NA
IC 3568,Lemon slice Nebula,‎‎سديم قطعة الليمون‎‎,柠檬片星云,Sitruunaviipalesumu,Nébuleuse de la Tranche de citron,Zitronenscheiben-Nebel,Nebulosa Fetta di Limone,레몬 조각 성운,سحابی قاچ لیمو,Nebulosa Rebanada de Limón,Туманность Долька лимона,NA,NA,NA,NA,NA,NA,NA
IC 4406,Retina Nebula,‎‎سديم الشبكية‎‎,视网膜星云,Verkkokalvosumu,Nébuleuse de la Rétine,Retina-Nebel,Nebulosa Retina,망막 성운,سحابی شبکیه چشم,Nebulosa de la Retina,Туманность Сетчатка,NA,NA,NA,NA,NA,NA,NA
IC 4592,Blue Horsehead Nebula,‎سديم رأس الحصان الأزرق‎,蓝马头星云,Sininen hevosenpääsumu,Nébuleuse de la Tête du cheval bleu,Blauer Pferdekopfnebel,Nebulosa Blu Testa di Cavallo,파란 말머리 성운,NA,Nebulosa Cabeza de Caballo Azul,Туманность Голубая конская голова,青い馬頭星雲,NA,NA,NA,NA,NA,NA
IC 4593,White-eyed Pea Nebula,‎سديم الفاصوليا البيضاء‎,白眼豌豆星云,NA,NA,Weißaugenbohnen-Nebel,NA,흰 눈 콩 성운,NA,Nebulosa Guisante Ojo Blanco,Туманность Белая горошина,NA,NA,NA,NA,NA,NA,NA
IC 4604,ρ Oph Nebula,‎‎سديم رو الحوّاء‎‎,心宿增四星云,ρ Ophiuchi -sumu,Nébuleuse de ρ Oph,ρ Oph-Nebel,Nebulosa ρ Oph,뱀주인자리 로 성운,NA,Nebulosa ρ Oph,Туманность ρ Змееносца,へびつかい座ρ星雲,NA,NA,NA,NA,NA,NA
IC 4606,Antares Nebula,‎‎سديم قلب العقرب‎‎,心宿二反射星云,Antares-sumu,Nébuleuse Antarès,Antares-Nebel,Nebulosa di Antares,안타레스 성운,سحابی قلب عقرب,Nebulosa de Antares,Туманность Антареса,アンタレス星雲,NA,NA,NA,NA,NA,NA
VdB 107,Antares Nebula,‎‎سديم قلب العقرب‎‎,心宿二反射星云,Antares-sumu,Nébuleuse Antarès,Antares-Nebel,Nebulosa di Antares,안타레스 성운,سحابی قلب عقرب,Nebulosa de Antares,Туманность Антареса,アンタレス星雲,NA,NA,NA,NA,NA,NA
IC 4628,Prawn Nebula,‎‎سديم الربيان‎‎,斑节虾星云,Katkarapusumu,Nébuleuse de la Crevette,Garnelen-Nebel,Nebulosa Gamberetto,새우 성운,سحابی میگو,Nebulosa del Langostino,Туманность Креветка,NA,NA,NA,NA,NA,NA,NA
IC 4665,Summer Beehive Cluster,‎‎حشد خلية النحل الصيفية‎‎,夏季蜂巢星团,Kesän mehiläispesäjoukko,Amas de la Ruche d'été,Sommer-Bienenkorb-Haufen,Ammasso Alveare Estivo,여름의 벌집 성단,خوشه کندوی عسل تابستانی,Cúmulo Colmena de Verano,Скопление Летний улей,NA,NA,NA,NA,NA,NA,NA
IC 4756,Graff's Cluster,‎‎حشد جراف‎‎,格拉夫星团,Graffin joukko,Amas de Graff,Graffs Haufen,Ammasso di Graff,그라프의 성단,خوشه گراف,Cúmulo de Graff,Скопление Граффа,NA,Congregatio Graffii,NA,NA,NA,NA,NA
IC 4946,Shapley-Ames 5,‎شابلي أيمز 5‎,夏普利-艾姆斯5,Shapley–Ames 5,NA,NA,NA,셰이프리-에임스 5,NA,NA,Шепли-Эймс 5,NA,NA,NA,NA,NA,NA,NA
IC 4996,P Cyg Cluster,‎حشد بي البجعة‎,天鹅座星团,P Cyg -joukko,NA,P Cyg-Haufen,NA,백조자리 P 성단,NA,Cúmulo P Cyg,Скопление P Лебедя,はくちょう座P星団,NA,NA,NA,NA,NA,NA
IC 5067,Pelican Nebula,‎سديم البجع‎,鹈鹕星云,Pelikaanisumu,Nébuleuse du Pélican,Pelikan-Nebel,Nebulosa pellicano,펠리칸 성운,سحابی مرغ ماهی‌خوار,Nebulosa del Pelícano,Туманность Пеликан,ペリカン星雲,Pelicana Nebula,Pelikan Bulutsusu,Νεφέλωμα Πελεκάνου,NA,NA,NA
IC 5070,Pelican Nebula,‎سديم البجع‎,鹈鹕星云,Pelikaanisumu,Nébuleuse du Pélican,Pelikan-Nebel,Nebulosa pellicano,펠리칸 성운,سحابی مرغ ماهی‌خوار,Nebulosa del Pelícano,Туманность Пеликан,ペリカン星雲,Pelicana Nebula,Pelikan Bulutsusu,Νεφέλωμα Πελεκάνου,NA,NA,NA
IC 5146,Cocoon Nebula,‎سديم الشرنقة‎,茧星云,Kotelosumu,Nébuleuse du Cocon,Kokon-Nebel,Nebulosa bozzolo,고치 성운,سحابی پیلۀ کرم ابریشم,Nebulosa de la Cáscara,Туманность Кокон,まゆ星雲,Cocon Nebula,Koza Bulutsusu,Νεφέλωμα Κουκούλι,NA,NA,NA
B 168,Cocoon Nebula,‎سديم الشرنقة‎,茧星云,Kotelosumu,Nébuleuse du Cocon,Kokon-Nebel,Nebulosa bozzolo,고치 성운,سحابی پیلۀ کرم ابریشم,Nebulosa de la Cáscara,Туманность Кокон,まゆ星雲,Cocon Nebula,Koza Bulutsusu,Νεφέλωμα Κουκούλι,NA,NA,NA
IC 5148,Spare Tyre Nebula,‎سديم الإطار الاحتياطي‎,备胎星云,NA,NA,Ersatzreifen-Nebel,Nebulosa ruota di scorta,예비 타이어 성운,NA,Nebulosa Neumático de Repuesto,Туманность Запасное колесо,NA,NA,NA,NA,NA,NA,NA
IC 5173,Southern Integral Sign,‎‎مجرة علامة التفاضل الجنوبية‎‎,南积分号星系,Eteläinen integraalimerkki,Signe Intégrale austral,Südliches Integralzeichen,Segno integrale del sud,남쪽 적분기호,علامت انتگرال جنوبی,Signo Integral del Sur,Знак Южного интеграла,NA,NA,NA,NA,NA,NA,NA
M 24,Small Sagittarius Star Cloud,‎‎سحابة نجوم القوس الصغيرة‎‎,人马座恒星云,Jousimiehen pieni tähtipilvi,Petit nuage d'étoiles du Sagittaire,Kleine Sagittarius-Sternwolke,Piccola Nube stellare del Sagittario,궁수자리 소성단,NA,Nube Estelar Pequeño Sagitario,Малое звёздное облако Стрельца,NA,NA,NA,NA,NA,NA,NA
M 40,Winnecke 4,‎‎ويننيكي 4‎‎,温内克4,NA,NA,NA,NA,위넥 4,NA,NA,Виннеке 4,NA,NA,NA,NA,NA,NA,NA
M 45,Pleiades,‎‎الثريا‎‎,昴星团,Seulaset,Pléiades,Plejaden,Pleiadi,플레이아데스,خوشۀ پروین,Pléyades,Плеяды,プレアデス,NA,Ülker,Πλειάδες,פליאדות,प्लेयादेस,NA
Mel 20,α Per Cluster,‎‎حشد ألفا برشاوش‎‎,天船三星团,α Persei -joukko,Amas d'α Per,α Per-Haufen,Ammasso α Per,페르세우스자리 알파 성단,خوشه آلفا - برساووش,Cúmulo α Per,Скопление α Персея,ペルセウス座α星団,Congregatio α Per,NA,NA,NA,NA,NA
Mel 71,Wilk's Cluster,حشد ولك,威尔克星团,NA,NA,Wilks Haufen,Ammasso di Wilk,윌크의 성단,NA,Cúmulo de Wilk,Скопление Уилка,NA,NA,NA,NA,NA,NA,NA
Cr 256,Coma Star Cluster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mel 111,Ariadne's Hair,شعر آريادني,阿里阿德涅之发,NA,NA,Ariadnes Haar,NA,아리아드네의 머리카락,NA,Cabello de Ariadne,Волосы Ариадны,アドリアネの髪,NA,NA,NA,NA,NA,NA
Mel 186,Taurus Poniatovii Cluster,‎‎حشد بونياتوفي الثور‎‎,波尼亚托夫斯基的金牛座星团,Poniatowskin härän joukko,Amas de Taurus Poniatovii,Taurus Poniatovii Haufen,Ammasso Toro di Poniatowski,포니아토비 황소 성단,NA,Cúmulo Taurus Poniatovii,Скопление Телец Понятовского,NA,Congregatio Taurus Poniatovii,NA,NA,NA,NA,NA
B 22,Taurus Dark Cloud Nebula,‎سديم سحابة الثور المعتمة‎,金牛座暗星云,Härän tumma pilvi,Nébuleuse sombre du Taureau,Taurus-Dunkelwolken-Nebel,Nebulosa Nube Scura del Toro,황소자리 암흑성운,سحابی ابر تاریک ثور,Nebulosa de la Nube Oscura de Tauro,Туманность Тёмное облако Тельца,NA,NA,NA,NA,NA,NA,NA
B 33,Horsehead Nebula,‎سديم رأس الحصان‎,马头星云,Hevosenpääsumu,Nébuleuse de la Tête de Cheval,Pferdekopf-Nebel,Nebulosa Testa di Cavallo,말머리 성운,سحابی سر اسب,Nebulosa de la Cabeza de caballo,Туманность Конская голова,馬頭星雲,Caput equui nebula,Atbaşı Bulutsusu,Νεφέλωμα Κεφαλής του Ίππου,NA,NA,NA
B 59,Pipe (stem),‎‎أنبوب الغليون‎‎,烟斗星云,Piippu,Nébuleuse de la pipe,Pfeifennebel,Pipe,관,چپق,Tubo,Трубка,NA,NA,NA,NA,NA,NA,Pipe
B 65,Pipe (stem),‎‎أنبوب الغليون‎‎,烟斗星云,Piippu,Nébuleuse de la pipe,Pfeifennebel,Pipe,관,چپق,Tubo,Трубка,NA,NA,NA,NA,NA,NA,Pipe
B 66,Pipe (stem),‎‎أنبوب الغليون‎‎,烟斗星云,Piippu,Nébuleuse de la pipe,Pfeifennebel,Pipe,관,چپق,Tubo,Трубка,NA,NA,NA,NA,NA,NA,Pipe
B 67,Pipe (stem),‎‎أنبوب الغليون‎‎,烟斗星云,Piippu,Nébuleuse de la pipe,Pfeifennebel,Pipe,관,چپق,Tubo,Трубка,NA,NA,NA,NA,NA,NA,Pipe
B 68,Ink Spot Nebula,‎‎سديم بقعة الحبر‎‎,墨汁星云,Musteläiskäsumu,Nébuleuse de la tache d'encre,Tintenfleck-Nebel,Nebulosa Macchia d'Inchiostro,잉크 자국 성운,سحابی لکه جوهر,Nebulosa Mancha de Tinta,Туманность Чернильное пятно,NA,NA,NA,NA,NA,NA,NA
B 86,Ink Spot Nebula,‎‎سديم بقعة الحبر‎‎,墨汁星云,Musteläiskäsumu,Nébuleuse de la tache d'encre,Tintenfleck-Nebel,Nebulosa Macchia d'Inchiostro,잉크 자국 성운,سحابی لکه جوهر,Nebulosa Mancha de Tinta,Туманность Чернильное пятно,NA,NA,NA,NA,NA,NA,NA
B 72,Snake Nebula,‎سديم الحية‎,蛇星云,Käärmesumu,Nébuleuse du Serpent,Schlangen-Nebel,Nebulosa Serpente,뱀 성운,سحابی ماری,Nebulosa Serpiente,Туманность Змея,NA,NA,NA,NA,NA,NA,NA
B 78,Pipe (bowl),‎‎تجويف الغليون‎‎,烟斗星云,Piippu,Nébuleuse de la pipe,Pfeifennebel,Pipe,관,چپق,Tubo,Трубка,NA,NA,NA,NA,NA,NA,Pipe
B 87,Parrot's Head Nebula,‎سديم راس الببغاء‎,鹦鹉头星云,Papukaijanpääsumu,Nébuleuse de la Tête de perroquet,Papageienkopf-Nebel,Nebulosa Testa di Pappagallo,앵무새의 머리 성운,سحابی سر طوطی,Nebulosa Cabeza de Perico,Туманность Голова попугая,NA,NA,NA,NA,NA,NA,NA
B 92,Black Hole Nebula,سديم الثقب الأسود,黑洞星云,NA,NA,Schwarzes-Loch-Nebel,NA,블랙홀 성운,NA,Nebulosa Agujero Negro,Туманность Чёрная дыра,NA,NA,NA,NA,NA,NA,NA
B 142,E Nebula,‎‎‎سديم إي‎‎‎,星云,E-sumu,Nébuleuse E,E-Nebel,Nebulosa E,E 성운,سحابی ای,Nebulosa E,Туманность E,NA,NA,NA,NA,NA,NA,NA
B 143,E Nebula,‎‎‎سديم إي‎‎‎,星云,E-sumu,Nébuleuse E,E-Nebel,Nebulosa E,E 성운,سحابی ای,Nebulosa E,Туманность E,NA,NA,NA,NA,NA,NA,NA
B 144,Fish on the platter nebula,‎سديم السمكة في الطبق‎,鱼碟暗星云,Kala vadilla,Nébuleuse du Poisson sur un plateau,Fischplatten-Nebel,Nebulosa Pesce sul Piatto,접시 위의 생선 성운,سحابی ماهی تو دیس,Nebulosa Pescado en el Plato,Туманность Рыба на блюде,NA,NA,NA,NA,NA,NA,NA
B 228,Dark Wolf Nebula,‎سديم الذئب الداكن‎,黑狼星云,NA,NA,Dunkler Wolf-Nebel,Nebulosa del Lupo Oscuro,흑색늑대 은하,NA,Nebulosa Lobo Oscuro,Туманность Тёмный волк,NA,NA,NA,NA,NA,NA,NA
C 41,Hyades,‎‎القلاص‎‎,毕星团,Hyadit,NA,Hyaden,NA,히아데스,افسانه یونانی هیادز,Híades,Гиады,ヒアデス,NA,NA,NA,NA,NA,NA
C 99,Coalsack Nebula,‎‎سديم كيس الفحم‎‎,煤袋星云,Hiilisäkki,Nébuleuse du Sac à charbon,Kohlensack,Nebulosa Sacco di Carbone,석탄 포대 성운,سحابی تاریک کیسه ذغال,Nebulosa Saco de Carbón,Туманность Угольный мешок,石炭袋,NA,NA,NA,NA,NA,NA
Cr 39,α Persei Cluster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cr 69,Orion Cluster,‎‎سديم الجبار‎‎,猎户座星团,Orionin joukko,Amas d'Orion,Orion-Haufen,Ammasso di Orione,오리온자리 성단,خوشه شکارچی,Cúmulo de Orión,Скопление Ориона,オリオン星団,Congregatio Orionis,NA,NA,NA,NA,NA
Cr 70,Orion Belt Cluster,‎‎حشد حزام الجبار‎‎,猎户座腰带星团,Orionin vyön joukko,Amas du Baudrier d'Orion,Haufen an Orions Gürtel,Cintura di Orione,오리온 벨트 성단,خوشه شمشیر جبار,Cúmulo Cinturón de Orión,Скопление Пояс Ориона,オリオン・ベルト星団,NA,NA,NA,NA,NA,NA
Cr 135,π Pup Cluster,‎حشد باي الكوثل‎,弧矢九星团,π Pup -joukko,Amas π Pup,π Pup-Haufen,Ammasso π Pup,고물자리 파이 성단,NA,Cúmulo π Pup,Скопление π Кормы,とも座π星団,NA,NA,NA,NA,NA,NA
Cr 205,Markarian 18 Cluster,‎‎حشد ماركاريان 18‎‎,马卡良18星团,Markarian 18 -joukko,Amas Markarian 18,Markarian 18 Haufen,Ammasso Markarian 18,마카리안 18 성단,خوشه مارکاریان 18,Cúmulo Markarian 18,Скопление Маркариан 18,マルカリアン18星団,Congregatio Markarian 18,NA,NA,NA,NA,NA
Cr 233,η Car Cluster,‎‎حشد إيتا كارينا‎‎,海山二星团,η Carinae -joukko,Amas de η Car,η Car Haufen,Ammasso η Car,용골자리 에타 성단,NA,Cúmulo η Car,Скопление η Киля,エータ・カリーナ星団,Congregatio η Car,NA,NA,NA,NA,NA
